marketplace,customer_id,review_id,product_id,product_parent,product_title,product_category,star_rating,helpful_votes,total_votes,vine,verified_purchase,review_headline,review_body,review_date
US,32033604,R3934WGBYP6YZM,B002UZAXX2,592443100,"(3-80202) #2 Phillips with ACR Bit 2"" 6pk",Tools,4,0,0,N,Y,phillips #2 bits,Good product at a great price.,7/30/2014
US,40088161,R2Q1V4POCI9V7H,B002UZAXX2,592443100,"(3-80202) #2 Phillips with ACR Bit 2"" 6pk",Tools,5,1,1,N,N,No more cam-out,"Wow, I don't believe how much better these bits resist cam-out over the regular bits I've been using.  I'm definitely a convert to the ACR line of bits!",6/22/2014
US,35159396,R1ILD4T3AAAKUH,B00A4HPKJU,551012201,(4) LED Black Structured,Tools,5,1,1,N,Y,Absolutely love it!,"The brightness is a good bit more than I expected for LEDs. Walking out at night in near pitch blackness, no problem seeing where your going, and pointing your head at door locks etc. Beats carrying a flash-light, you have both hands free!",8/26/2015
US,38388499,R2ZWV45CSHTJNB,B00A4HPKJU,551012201,(4) LED Black Structured,Tools,5,3,3,N,Y,Works for Me,"I have several older dogs and one doesn't see very well at night so I use this hat to help her navigate around the yard. It keeps my hands free to do other things - keep her away from obstacles, pick up waste, etc. Note - you might want to order extra batteries when you order the hat. They do drain fairly quickly.",8/26/2015
US,12365141,R1OT58TJ2EGKJX,B00A4HPKJU,551012201,(4) LED Black Structured,Tools,5,0,0,N,Y,Five Stars,As expected,8/14/2015
US,43732885,RYEMW0HQQV4LT,B00A4HPKJU,551012201,(4) LED Black Structured,Tools,5,1,1,N,N,This is the Bees Knees,"At first, I thought that I had the wrong hat. As it had plainly indicated in the adv. that the hat was &#34;structured&#34;. On the contrary, if you happen to purchase their version of a hunter's power cap, that one is structured in the sense that the front half of the whole cap is very firm. This particular hat is not &#34;structured&#34; in that the entire cap up to its bill is just simply cloth that one could roll up. In that it did not compare in &#34;structure&#34; at all to their hunter's cap sort of let me down. Otherwise, it is a very good cap for jogging when there is not much daylight, changing fuses, etc.",7/29/2015
US,10769493,R23PUOUQQLLHB4,B00A4HPKJU,551012201,(4) LED Black Structured,Tools,5,0,0,N,Y,Five Stars,This thing is great. I was surprised at how much I use it.,6/22/2015
US,44777841,RRGHJ5YGRCMMZ,B00A4HPKJU,551012201,(4) LED Black Structured,Tools,5,0,0,N,Y,Works Great!,Works great!,6/19/2015
US,27184091,R2PIKD7H0P15BA,B00A4HPKJU,551012201,(4) LED Black Structured,Tools,5,0,0,N,Y,Points the way,terrific product! shines the light exactly where I am looking. I give them as gifts.,5/13/2015
US,52971581,R2O171RT7DR7WS,B00A4HPKJU,551012201,(4) LED Black Structured,Tools,5,0,0,N,Y,Not really structured as some of their other models.,"At first, I thought that I had the wrong hat.  As it had plainly indicated in the adv. that the hat was &#34;structured&#34;.  On the contrary, if you happen to purchase their version of a hunter's power cap, that one is structured in the sense that the front half of the whole cap is very firm.  This particular hat is not &#34;structured&#34; in that the entire cap up to its bill is just simply cloth that one could roll up.  In that it did not compare in &#34;structure&#34; at all to their hunter's cap sort of let me down.  Otherwise, it is a very good cap for jogging when there is not much daylight, changing fuses, etc.",5/3/2015
US,9960943,R2Y1NAYF6AAODW,B00A4HPKJU,551012201,(4) LED Black Structured,Tools,5,0,0,N,Y,Love it,Great Hat,4/30/2015
US,52652482,R3QPUNU4SKX0DJ,B00A4HPKJU,551012201,(4) LED Black Structured,Tools,5,1,1,N,Y,GREAT FOR HELPING PEOPLE W/ BAD EYESIGHT READ MORE EASILY!,I see in other reviews various reason to use this lighted hat. I gave it to my father who can't see out of one eye and not too good out of the other. He can now put down that handheld light he was using and have a bright and steady light source for reading (and walking in a darkened area) while freeing his hands to turn (handle) what he is reading.,4/8/2015
US,46294228,R3LH8PHXMUG85I,B00LT7CG64,231541147,(Pack Of 10) MR16/FL - Flood- 12V - MR16 - GU5.3 Bi-Pin Base - Light Bulb With Lens - MR16,Tools,5,5,5,N,Y,Great results,"These lights are working great!  Ordered another set!  When we bought the house, the old lights were set up, but the bulbs were old and wearing out and not bright.  These lights have brought new life to the backyard!  I didn't think it was possible but I was impressed with the results.",8/20/2015
US,33100310,RJFBBXBF198SP,B00LT7CBPU,231541147,(Pack Of 10) MR16/FL - Flood- 12V - MR16 - GU5.3 Bi-Pin Base - Light Bulb With Lens - MR16,Tools,1,4,4,N,Y,These were a big disappointment. I've used two of these bulbs for track ...,These were a big disappointment. I've used two of these bulbs for track lighting in my kitchen and both burned out within a week. That's unacceptable bulb life.,8/13/2015
US,31992061,RBRQMNNA4XCM8,B00LT7CG64,231541147,(Pack Of 10) MR16/FL - Flood- 12V - MR16 - GU5.3 Bi-Pin Base - Light Bulb With Lens - MR16,Tools,5,0,0,N,Y,all have worked like expected. Haven't had time to see how long ...,"Used five bulbs of the pack, all have worked like expected.  Haven't had time to see how long they last but no reason to doubt it will last as long as the more expensive ones from a big box store.",8/13/2015
US,17039030,R8P8NM5Z2GVAL,B00LT7CG64,231541147,(Pack Of 10) MR16/FL - Flood- 12V - MR16 - GU5.3 Bi-Pin Base - Light Bulb With Lens - MR16,Tools,5,0,0,N,Y,Five Stars,"Great price for these bulbs, and they work great! I think the big brands should watch out.",8/11/2015
US,26164231,RDOEC050PFLIZ,B00LT7CG64,231541147,(Pack Of 10) MR16/FL - Flood- 12V - MR16 - GU5.3 Bi-Pin Base - Light Bulb With Lens - MR16,Tools,5,0,0,N,Y,Five Stars,"great product, no issues yet.",8/10/2015
US,958748,R1JWWTEE4SOM03,B00LT7CG64,231541147,(Pack Of 10) MR16/FL - Flood- 12V - MR16 - GU5.3 Bi-Pin Base - Light Bulb With Lens - MR16,Tools,5,3,3,N,Y,These are the same lights that our low voltage kitchen ...,These are the same lights that our low voltage kitchen lights use for a fraction of the price... just because they are for outdoor use?  This is our third order and we've never had a problem using them inside or outside.,8/8/2015
US,35950661,RDIKXXIKZY8WG,B00LT7CBPU,231541147,(Pack Of 10) MR16/FL - Flood- 12V - MR16 - GU5.3 Bi-Pin Base - Light Bulb With Lens - MR16,Tools,3,2,2,N,Y,Three Stars,A third were DOA. :(,8/4/2015
US,27183577,R2E34QDFMB0YWE,B00LT7CG64,231541147,(Pack Of 10) MR16/FL - Flood- 12V - MR16 - GU5.3 Bi-Pin Base - Light Bulb With Lens - MR16,Tools,4,0,0,N,Y,Four Stars,Seems to be a good bulb and a good price ...,8/3/2015
US,10803367,RHO47J0QXJ8E,B00LT7CBPU,231541147,(Pack Of 10) MR16/FL - Flood- 12V - MR16 - GU5.3 Bi-Pin Base - Light Bulb With Lens - MR16,Tools,5,0,0,N,Y,"Bright, well packaged","Bulbs arrived in a nice 10 pack, each in an individual box, all wrapped together.  I seem to go through these pretty regularly, I cant speak to this brand's longevity yet but they seem bright and with a consistent color and brightness between them.<br /><br />Not much else to say, they are just light-bulbs after all.",7/31/2015
US,52254436,R1MNHHTOGFWY1H,B00LT7CBPU,231541147,(Pack Of 10) MR16/FL - Flood- 12V - MR16 - GU5.3 Bi-Pin Base - Light Bulb With Lens - MR16,Tools,4,0,0,N,Y,Best pricing,Much cheaper than B&M and even some websites.  We are finding the bulbs hard to install in our track but once they are in there everything's great.,7/27/2015
